fips SCC Pollutant Emissions type year
08061 2610000400 PM25-PRI 0 NONPOINT 2008
13235 2302002100 PM25-PRI 0.236225 NONPOINT 2008
54079 2280002100 PM25-PRI 76.0185 NONPOINT 2008
44003 2610000100 PM25-PRI 0 NONPOINT 2008
48367 2310011100 PM25-PRI 0.04906 NONPOINT 2008
37119 2810015000 PM25-PRI 5.076 NONPOINT 2008
54051 2104008510 PM25-PRI 1.5593 NONPOINT 2008
37043 2103007000 PM25-PRI 0.00128467 NONPOINT 2008
21025 2610030000 PM25-PRI 38.1451 NONPOINT 2008
29063 2294000000 PM25-PRI 13.36 NONPOINT 2008
40119 2302002200 PM25-PRI 13.36705 NONPOINT 2008
34011 2104007000 PM25-PRI 0.0433203 NONPOINT 2008
01099 2104008310 PM25-PRI 2.20978 NONPOINT 2008
08073 2104008220 PM25-PRI 0.535489 NONPOINT 2008
39031 2104008320 PM25-PRI 1.75485 NONPOINT 2008
19067 2296000000 PM25-PRI 107.841 NONPOINT 2008
40013 2102002000 PM25-PRI 0.234893 NONPOINT 2008
24019 2294000000 PM25-PRI 6.36 NONPOINT 2008
51830 2104008310 PM25-PRI 1.28856 NONPOINT 2008
01121 2294000000 PM25-PRI 43.78 NONPOINT 2008
13293 2610000100 PM25-PRI 1.012185 NONPOINT 2008
13027 2104009000 PM25-PRI 0.24566 NONPOINT 2008
06067 2311020000 PM25-PRI 1233.4 NONPOINT 2008
17175 2104008400 PM25-PRI 0.05573 NONPOINT 2008
51620 2103007000 PM25-PRI 0.0017 NONPOINT 2008
31183 2610030000 PM25-PRI 2.43962 NONPOINT 2008
05109 2296000000 PM25-PRI 166.34 NONPOINT 2008
19069 2104008100 PM25-PRI 2.12609 NONPOINT 2008
17047 2610000400 PM25-PRI 0.18865 NONPOINT 2008
48089 2302002100 PM25-PRI 0.50045 NONPOINT 2008
42023 2610000100 PM25-PRI 0.188337 NONPOINT 2008
20093 2294000000 PM25-PRI 11.5 NONPOINT 2008
22003 2104008220 PM25-PRI 0.490588 NONPOINT 2008
48407 2104008320 PM25-PRI 0.0591195 NONPOINT 2008
13129 2610030000 PM25-PRI 103.572 NONPOINT 2008
37117 2104009000 PM25-PRI 0.442605 NONPOINT 2008
51089 2302002200 PM25-PRI 9.4457 NONPOINT 2008
26047 2104002000 PM25-PRI 0 NONPOINT 2008
13169 2810015000 PM25-PRI 1088.08 NONPOINT 2008
40113 2104001000 PM25-PRI 0.0060454 NONPOINT 2008
22087 2610000100 PM25-PRI 0 NONPOINT 2008
48427 2310000220 PM25-PRI 33.88 NONPOINT 2008
36121 2102004000 PM25-PRI 0.1712285 NONPOINT 2008
20101 2302003200 PM25-PRI 0.0051509 NONPOINT 2008
45013 2104008220 PM25-PRI 0.623574 NONPOINT 2008
13223 2104008220 PM25-PRI 1.50038 NONPOINT 2008
18029 2102007000 PM25-PRI 0.02288 NONPOINT 2008
06059 2104006010 PM25-PRI 60.0241 NONPOINT 2008
72125 2610030000 PM25-PRI 0 NONPOINT 2008
32031 2104008510 PM25-PRI 36.9393 NONPOINT 2008
54017 2104008230 PM25-PRI 0.134113 NONPOINT 2008
20113 2104009000 PM25-PRI 0.71 NONPOINT 2008
31175 2610000500 PM25-PRI 0.2448 NONPOINT 2008
48297 2104008230 PM25-PRI 0.0790203 NONPOINT 2008
18051 2104008220 PM25-PRI 1.48721 NONPOINT 2008
46135 2302003200 PM25-PRI 0.0645265 NONPOINT 2008
16019 2104008510 PM25-PRI 7.83 NONPOINT 2008
48507 2310000220 PM25-PRI 0.7249 NONPOINT 2008
30103 2296000000 PM25-PRI 43.062 NONPOINT 2008
46109 2302003100 PM25-PRI 0.3858775 NONPOINT 2008
24017 2104008310 PM25-PRI 18.3261 NONPOINT 2008
56013 2104001000 PM25-PRI 0 NONPOINT 2008
54083 2102011000 PM25-PRI 0.0004279 NONPOINT 2008
40093 2296000000 PM25-PRI 249.857 NONPOINT 2008
17133 2302003200 PM25-PRI 0.09694 NONPOINT 2008
20143 2102007000 PM25-PRI 0.94 NONPOINT 2008
51107 2311010000 PM25-PRI 8.42791 NONPOINT 2008
51173 2302002200 PM25-PRI 5.44805 NONPOINT 2008
45033 2104001000 PM25-PRI 0 NONPOINT 2008
45061 2302002200 PM25-PRI 3.39657 NONPOINT 2008
17121 2103001000 PM25-PRI 0 NONPOINT 2008
13109 2102007000 PM25-PRI 8.09274e-05 NONPOINT 2008
33017 2104008310 PM25-PRI 42.1249 NONPOINT 2008
49001 2104008610 PM25-PRI 0 NONPOINT 2008
17077 2104008310 PM25-PRI 17.345 NONPOINT 2008
48161 2104008400 PM25-PRI 0.0280406 NONPOINT 2008
29163 2104002000 PM25-PRI 0 NONPOINT 2008
13075 2102001000 PM25-PRI 0 NONPOINT 2008
51029 2104004000 PM25-PRI 0.3913 NONPOINT 2008
24031 2104001000 PM25-PRI 0 NONPOINT 2008
22035 2103011000 PM25-PRI 0.000707123 NONPOINT 2008
20013 2325000000 PM25-PRI 0 NONPOINT 2008
26065 2610000500 PM25-PRI 0 NONPOINT 2008
28059 2104008320 PM25-PRI 1.90666 NONPOINT 2008
50021 2103008000 PM25-PRI 14.348 NONPOINT 2008
48361 2102006000 PM25-PRI 0.3223 NONPOINT 2008
04003 2103007000 PM25-PRI 0.042511 NONPOINT 2008
19077 2296000000 PM25-PRI 128.406 NONPOINT 2008
05047 2280002200 PM25-PRI 2.004624 NONPOINT 2008
05117 2104008220 PM25-PRI 0.303403 NONPOINT 2008
42099 2104008210 PM25-PRI 11.0865 NONPOINT 2008
20009 2610030000 PM25-PRI 28.0359 NONPOINT 2008
27011 2104001000 PM25-PRI 0.005043 NONPOINT 2008
51111 2103004000 PM25-PRI 0.0376 NONPOINT 2008
31031 2610000500 PM25-PRI 0.114159 NONPOINT 2008
17003 2102006000 PM25-PRI 0 NONPOINT 2008
13149 2103011000 PM25-PRI 0.000163495 NONPOINT 2008
19007 2302003100 PM25-PRI 0.50335 NONPOINT 2008
20157 2810030000 PM25-PRI 0.0605 NONPOINT 2008
13131 2801000003 PM25-PRI 231.42 NONPOINT 2008
48231 2104008400 PM25-PRI 0 NONPOINT 2008
53057 2104008100 PM25-PRI 40.377 NONPOINT 2008
13031 2610000400 PM25-PRI 2.038255 NONPOINT 2008
38017 2285002006 PM25-PRI 45.513081469 NONPOINT 2008
55023 2610000400 PM25-PRI 0.607727 NONPOINT 2008
37173 2103006000 PM25-PRI 0.0141819 NONPOINT 2008
37011 2103002000 PM25-PRI 0.478701 NONPOINT 2008
41043 2104008310 PM25-PRI 161.518 NONPOINT 2008
47053 2311020000 PM25-PRI 12.3302 NONPOINT 2008
22103 2103011000 PM25-PRI 0.0332558 NONPOINT 2008
13257 2810015000 PM25-PRI 7.76695 NONPOINT 2008
18157 2104008230 PM25-PRI 2.68044 NONPOINT 2008
31025 2104002000 PM25-PRI 0 NONPOINT 2008
47129 2104008100 PM25-PRI 4.824 NONPOINT 2008
19179 2285002006 PM25-PRI 21.55393126 NONPOINT 2008
47049 2302002200 PM25-PRI 3.016805 NONPOINT 2008
06085 2302002200 PM25-PRI 301.3045 NONPOINT 2008
48283 2103006000 PM25-PRI 2.049 NONPOINT 2008
20165 2104011000 PM25-PRI 0.091 NONPOINT 2008
45073 2610030000 PM25-PRI 152.94 NONPOINT 2008
27039 2311010000 PM25-PRI 0.190041 NONPOINT 2008
48023 2310021403 PM25-PRI 2.198e-07 NONPOINT 2008
48149 2310011100 PM25-PRI 2.998 NONPOINT 2008
42079 2104008230 PM25-PRI 5.6536 NONPOINT 2008
23023 2104008400 PM25-PRI 0.78163 NONPOINT 2008
51027 2103006000 PM25-PRI 0.0194 NONPOINT 2008
27145 2104008100 PM25-PRI 35.21 NONPOINT 2008
36045 2102005000 PM25-PRI 0.260037 NONPOINT 2008
55105 2610000400 PM25-PRI 0.998716 NONPOINT 2008
16029 2102004000 PM25-PRI 2.74 NONPOINT 2008
17091 2610000400 PM25-PRI 0.87836 NONPOINT 2008
05057 2104008320 PM25-PRI 0.334966 NONPOINT 2008
29145 2610030000 PM25-PRI 109.772 NONPOINT 2008
40069 2302003100 PM25-PRI 0.402917 NONPOINT 2008
46031 2103006000 PM25-PRI 0.00037323 NONPOINT 2008
08061 2302002200 PM25-PRI 0.225573 NONPOINT 2008
21091 2104008230 PM25-PRI 0.144519 NONPOINT 2008
20209 2104008320 PM25-PRI 6.84 NONPOINT 2008
47127 2104008610 PM25-PRI 0.06803 NONPOINT 2008
37057 2104008210 PM25-PRI 22.885 NONPOINT 2008
50015 2104008210 PM25-PRI 3.53439 NONPOINT 2008
25023 2103011000 PM25-PRI 0.0523988 NONPOINT 2008
51157 2103011000 PM25-PRI 5e-04 NONPOINT 2008
23001 2103007000 PM25-PRI 1.27716 NONPOINT 2008
19187 2610030000 PM25-PRI 41.9021 NONPOINT 2008
51775 2311030000 PM25-PRI 0.321203 NONPOINT 2008
09011 2104009000 PM25-PRI 7.50887 NONPOINT 2008
38085 2302002200 PM25-PRI 0.722655 NONPOINT 2008
13317 2610030000 PM25-PRI 21.4241 NONPOINT 2008
20133 2104009000 PM25-PRI 0.405 NONPOINT 2008
01057 2610000400 PM25-PRI 0.797595 NONPOINT 2008
48481 2104006000 PM25-PRI 0.2782 NONPOINT 2008
18145 2296000000 PM25-PRI 222.84 NONPOINT 2008
26103 2296000000 PM25-PRI 191.915 NONPOINT 2008
19143 2104008230 PM25-PRI 0.124051 NONPOINT 2008
29013 2610000500 PM25-PRI 1.0309 NONPOINT 2008
31075 2296000000 PM25-PRI 31.8105 NONPOINT 2008
46109 2610030000 PM25-PRI 29.7803 NONPOINT 2008
20047 2610000100 PM25-PRI 0.127764 NONPOINT 2008
29131 2104008310 PM25-PRI 6.49871 NONPOINT 2008
48191 2310021201 PM25-PRI 0 NONPOINT 2008
48241 2302002100 PM25-PRI 0.82967 NONPOINT 2008
40037 2104008610 PM25-PRI 0.081076 NONPOINT 2008
16069 2801000005 PM25-PRI 121 NONPOINT 2008
13241 2311010000 PM25-PRI 0.757531 NONPOINT 2008
22027 2104008100 PM25-PRI 1.62194 NONPOINT 2008
13033 2104002000 PM25-PRI 0 NONPOINT 2008
06029 2294000000 PM25-PRI 586.254 NONPOINT 2008
08019 2104008310 PM25-PRI 32.4736 NONPOINT 2008
47053 2302002100 PM25-PRI 1.1889 NONPOINT 2008
55137 2296000000 PM25-PRI 37.9456 NONPOINT 2008
42133 2311020000 PM25-PRI 327.73 NONPOINT 2008
46113 2104008100 PM25-PRI 1.36975 NONPOINT 2008
48443 2310021101 PM25-PRI 0.09878 NONPOINT 2008
26043 2311030000 PM25-PRI 1.04382 NONPOINT 2008
39137 2104002000 PM25-PRI 0.00900745 NONPOINT 2008
01113 2103007000 PM25-PRI 0.00157397 NONPOINT 2008
17023 2103001000 PM25-PRI 0 NONPOINT 2008
55019 2311020000 PM25-PRI 3.86135 NONPOINT 2008
48389 2104001000 PM25-PRI 0 NONPOINT 2008
13253 2294000000 PM25-PRI 13.19 NONPOINT 2008
37173 2104008400 PM25-PRI 0.0213829 NONPOINT 2008
51165 2102004000 PM25-PRI 6.1595 NONPOINT 2008
38035 2311030000 PM25-PRI 15.3474 NONPOINT 2008
54105 2311010000 PM25-PRI 0.0584173 NONPOINT 2008
17121 2103008000 PM25-PRI 0 NONPOINT 2008
49029 2302002100 PM25-PRI 0.488789 NONPOINT 2008
26081 2104001000 PM25-PRI 0.0189314 NONPOINT 2008
27035 2311030000 PM25-PRI 24.0402 NONPOINT 2008
36123 2102006000 PM25-PRI 0 NONPOINT 2008
37089 2610000500 PM25-PRI 237.739 NONPOINT 2008
48373 2310020600 PM25-PRI 0.04317 NONPOINT 2008
01047 2302002200 PM25-PRI 7.31995 NONPOINT 2008
48507 2311020000 PM25-PRI 1.75865 NONPOINT 2008
39129 2104008320 PM25-PRI 2.70846 NONPOINT 2008
13157 2103002000 PM25-PRI 0.00889851 NONPOINT 2008
48259 2104008220 PM25-PRI 0.366209 NONPOINT 2008
39137 2104008610 PM25-PRI 21.5896 NONPOINT 2008
36013 2104008320 PM25-PRI 15.0771 NONPOINT 2008
18113 2601010000 PM25-PRI 5.27993 NONPOINT 2008
37033 2285002008 PM25-PRI 0.0559069 NONPOINT 2008
34039 2601000000 PM25-PRI 0 NONPOINT 2008
46025 2311010000 PM25-PRI 0.0234727 NONPOINT 2008
18137 2102005000 PM25-PRI 0.56974 NONPOINT 2008
22015 2102006000 PM25-PRI 1.52336 NONPOINT 2008
56027 2104001000 PM25-PRI 0 NONPOINT 2008
16041 2102002000 PM25-PRI 0 NONPOINT 2008
54109 2102004000 PM25-PRI 0.006232 NONPOINT 2008
48135 2104008320 PM25-PRI 1.65386 NONPOINT 2008
47047 2102006000 PM25-PRI 1.85749 NONPOINT 2008
50025 2311010000 PM25-PRI 0.338808 NONPOINT 2008
13077 2102007000 PM25-PRI 0.000201843 NONPOINT 2008
36047 2302002100 PM25-PRI 61.7075 NONPOINT 2008
22109 2302003200 PM25-PRI 0.596327 NONPOINT 2008
21203 2610030000 PM25-PRI 42.4418 NONPOINT 2008
48305 2104008210 PM25-PRI 0.919832 NONPOINT 2008
48239 2310021302 PM25-PRI 0.6908 NONPOINT 2008
22127 2810015000 PM25-PRI 371.24 NONPOINT 2008
47165 2104008230 PM25-PRI 0.3288 NONPOINT 2008
04019 2285002007 PM25-PRI 0.2118927 NONPOINT 2008
26051 2104008400 PM25-PRI 0.269077 NONPOINT 2008
39001 2104002000 PM25-PRI 0.0945785 NONPOINT 2008
45087 2104008230 PM25-PRI 0.334458 NONPOINT 2008
TR207 2610030000 PM25-PRI 9.5 NONPOINT 2008
50001 2230073210 PM25-PRI 0.00173383 ON-ROAD 2008
33015 2201080130 PM25-PRI 0.0129925 ON-ROAD 2008
36013 2201020130 PM25-PRI 0.0718991 ON-ROAD 2008
24005 2230071230 PM25-PRI 2.54477 ON-ROAD 2008
24033 2230075170 PM25-PRI 0.000616756 ON-ROAD 2008
51185 2230074330 PM25-PRI 0.242195 ON-ROAD 2008
36079 2201020310 PM25-PRI 1.03154 ON-ROAD 2008
42037 2201001150 PM25-PRI 0.287227 ON-ROAD 2008
36111 2230073150 PM25-PRI 0.159776 ON-ROAD 2008
42007 2201080130 PM25-PRI 0.0109892 ON-ROAD 2008
51111 2230071210 PM25-PRI 0.000940796 ON-ROAD 2008
24017 2201020270 PM25-PRI 0.235669 ON-ROAD 2008
72105 2201001270 PM25-PRI 0.0418924 ON-ROAD 2008
24047 2201070310 PM25-PRI 0.0015024 ON-ROAD 2008
42043 2201020110 PM25-PRI 0.0803246 ON-ROAD 2008
51095 2230072250 PM25-PRI 0.00129351 ON-ROAD 2008
25009 2230075110 PM25-PRI 0.00314108 ON-ROAD 2008
51143 2230001270 PM25-PRI 5.87981e-05 ON-ROAD 2008
42087 2201080130 PM25-PRI 0.0044628 ON-ROAD 2008
54091 2230001310 PM25-PRI 0.000294198 ON-ROAD 2008
36097 2201080150 PM25-PRI 0.000136916 ON-ROAD 2008
51131 2230075170 PM25-PRI 0.0892086 ON-ROAD 2008
42001 2230001290 PM25-PRI 8.25676e-05 ON-ROAD 2008
42011 2201040170 PM25-PRI 0.165024 ON-ROAD 2008
42019 2201001190 PM25-PRI 0.0603022 ON-ROAD 2008
36007 2230073250 PM25-PRI 0.00788505 ON-ROAD 2008
72037 2230074150 PM25-PRI 0.000620247 ON-ROAD 2008
72119 2230072110 PM25-PRI 0.000106787 ON-ROAD 2008
36119 2230071310 PM25-PRI 0.000662366 ON-ROAD 2008
36057 2230075330 PM25-PRI 0.000373697 ON-ROAD 2008
25017 2230074190 PM25-PRI 0.0201888 ON-ROAD 2008
51161 2201040230 PM25-PRI 0.0753751 ON-ROAD 2008
72101 2230072210 PM25-PRI 3.53756e-05 ON-ROAD 2008
36057 2201040210 PM25-PRI 0.0466979 ON-ROAD 2008
72045 2201070310 PM25-PRI 0.00165951 ON-ROAD 2008
34013 2201070290 PM25-PRI 0.0191007 ON-ROAD 2008
51177 2201020170 PM25-PRI 0.218464 ON-ROAD 2008
23025 2201080210 PM25-PRI 0.00232609 ON-ROAD 2008
54011 2230075250 PM25-PRI 0.0085678 ON-ROAD 2008
42079 2230071110 PM25-PRI 0.0264645 ON-ROAD 2008
42119 2230071270 PM25-PRI 0.0734308 ON-ROAD 2008
72075 2230075230 PM25-PRI 0.0203292 ON-ROAD 2008
34027 2230074150 PM25-PRI 0.0235619 ON-ROAD 2008
72085 2201020230 PM25-PRI 0.0596364 ON-ROAD 2008
42063 2230072330 PM25-PRI 0.00265803 ON-ROAD 2008
36031 2230075310 PM25-PRI 1.79445e-05 ON-ROAD 2008
51053 2201001150 PM25-PRI 0.0307395 ON-ROAD 2008
51009 2230073270 PM25-PRI 0.00617341 ON-ROAD 2008
36033 2230073310 PM25-PRI 0.00443159 ON-ROAD 2008
36053 2201040330 PM25-PRI 0.00772209 ON-ROAD 2008
54003 2230075150 PM25-PRI 0.000145658 ON-ROAD 2008
42061 2201001270 PM25-PRI 0.0178955 ON-ROAD 2008
42013 2201040130 PM25-PRI 0.0607083 ON-ROAD 2008
36053 2230001130 PM25-PRI 0.010997 ON-ROAD 2008
42007 2201040150 PM25-PRI 0.0919876 ON-ROAD 2008
36073 2201070170 PM25-PRI 0.00113186 ON-ROAD 2008
36059 2201040230 PM25-PRI 0.276567 ON-ROAD 2008
42059 2230072210 PM25-PRI 0.00229955 ON-ROAD 2008
33009 2201070150 PM25-PRI 0.11566 ON-ROAD 2008
42133 2201020150 PM25-PRI 0.123012 ON-ROAD 2008
42047 2230001190 PM25-PRI 9.94836e-06 ON-ROAD 2008
25003 2230073130 PM25-PRI 0.0116619 ON-ROAD 2008
54081 2230075170 PM25-PRI 0.0962735 ON-ROAD 2008
25027 2230060110 PM25-PRI 0.00449708 ON-ROAD 2008
51520 2201040330 PM25-PRI 0.00769813 ON-ROAD 2008
51173 2230001190 PM25-PRI 0.000216887 ON-ROAD 2008
51065 2230073110 PM25-PRI 0.0676844 ON-ROAD 2008
51800 2201070130 PM25-PRI 0.019927 ON-ROAD 2008
42011 2201001250 PM25-PRI 1.13228 ON-ROAD 2008
36107 2201070170 PM25-PRI 0.0103607 ON-ROAD 2008
34037 2230060170 PM25-PRI 0.000157096 ON-ROAD 2008
78030 2230072130 PM25-PRI 0.000565595 ON-ROAD 2008
72021 2230075310 PM25-PRI 0.111656 ON-ROAD 2008
72125 2230073130 PM25-PRI 0.000326327 ON-ROAD 2008
23023 2230071110 PM25-PRI 0.00796635 ON-ROAD 2008
25015 2201020110 PM25-PRI 0.0293963 ON-ROAD 2008
72129 2230074170 PM25-PRI 0.00082484 ON-ROAD 2008
24003 2230071270 PM25-PRI 0.0107244 ON-ROAD 2008
36073 2230074270 PM25-PRI 0.00100931 ON-ROAD 2008
34035 2201001130 PM25-PRI 1.36725 ON-ROAD 2008
24001 2230074230 PM25-PRI 0.031003 ON-ROAD 2008
36065 2201001110 PM25-PRI 0.193694 ON-ROAD 2008
72085 2201040290 PM25-PRI 0.0160899 ON-ROAD 2008
51085 2230072210 PM25-PRI 0.0125475 ON-ROAD 2008
42079 2230072310 PM25-PRI 0.0387416 ON-ROAD 2008
72085 2230072330 PM25-PRI 0.00972302 ON-ROAD 2008
33009 2230075110 PM25-PRI 0.00428256 ON-ROAD 2008
24021 2230074150 PM25-PRI 0.0314486 ON-ROAD 2008
51053 2201001290 PM25-PRI 0.0336354 ON-ROAD 2008
72085 2201040230 PM25-PRI 0.0237882 ON-ROAD 2008
51775 2230060270 PM25-PRI 0.0100647 ON-ROAD 2008
36051 2230060210 PM25-PRI 0.00363936 ON-ROAD 2008
54069 2230060250 PM25-PRI 0.00374189 ON-ROAD 2008
72115 2230001110 PM25-PRI 2.42858e-06 ON-ROAD 2008
42071 2230060310 PM25-PRI 0.00508096 ON-ROAD 2008
42091 2230074230 PM25-PRI 0.497034 ON-ROAD 2008
51155 2230071170 PM25-PRI 0.00205818 ON-ROAD 2008
42049 2230071270 PM25-PRI 0.189386 ON-ROAD 2008
36085 2230075230 PM25-PRI 0.0149745 ON-ROAD 2008
42027 2201001270 PM25-PRI 0.244665 ON-ROAD 2008
54041 2230071170 PM25-PRI 0.00166666 ON-ROAD 2008
54075 2201020190 PM25-PRI 0.00579215 ON-ROAD 2008
72039 2201001330 PM25-PRI 0.0102944 ON-ROAD 2008
72091 2230001170 PM25-PRI 2.42858e-06 ON-ROAD 2008
33009 2230060170 PM25-PRI 0.0112016 ON-ROAD 2008
51077 2230071210 PM25-PRI 0.00111728 ON-ROAD 2008
25007 2230001130 PM25-PRI 4.37517e-05 ON-ROAD 2008
33019 2230060110 PM25-PRI 0.000694002 ON-ROAD 2008
54059 2201001170 PM25-PRI 0.299405 ON-ROAD 2008
54031 2201020150 PM25-PRI 0.0217995 ON-ROAD 2008
72085 2230072170 PM25-PRI 9.8786e-05 ON-ROAD 2008
51069 2230001190 PM25-PRI 0.000844711 ON-ROAD 2008
36063 2230074310 PM25-PRI 0.0115239 ON-ROAD 2008
42123 2230071210 PM25-PRI 0.00475562 ON-ROAD 2008
36113 2201020270 PM25-PRI 0.067162 ON-ROAD 2008
72087 2230060110 PM25-PRI 2.3659e-05 ON-ROAD 2008
51750 2201001270 PM25-PRI 0.067047 ON-ROAD 2008
50007 2230060110 PM25-PRI 0.00535016 ON-ROAD 2008
23019 2230075270 PM25-PRI 0.130809 ON-ROAD 2008
51057 2230001210 PM25-PRI 3.71678e-05 ON-ROAD 2008
51157 2201020210 PM25-PRI 0.024003 ON-ROAD 2008
54025 2230072150 PM25-PRI 0.0509716 ON-ROAD 2008
54103 2201001170 PM25-PRI 0.0209627 ON-ROAD 2008
51047 2201080130 PM25-PRI 0.00717779 ON-ROAD 2008
72021 2201040230 PM25-PRI 0.165846 ON-ROAD 2008
72109 2201020130 PM25-PRI 0.00352133 ON-ROAD 2008
24037 2201080210 PM25-PRI 0.00755243 ON-ROAD 2008
42077 2201040130 PM25-PRI 0.0122587 ON-ROAD 2008
36063 2201070170 PM25-PRI 0.116836 ON-ROAD 2008
50021 2230074170 PM25-PRI 0.402885 ON-ROAD 2008
42019 2230001190 PM25-PRI 0.00153826 ON-ROAD 2008
72051 2201080230 PM25-PRI 0.000317585 ON-ROAD 2008
54069 2230060310 PM25-PRI 0.000518679 ON-ROAD 2008
36107 2201070190 PM25-PRI 0.00893889 ON-ROAD 2008
72147 2201001310 PM25-PRI 0.0758999 ON-ROAD 2008
51595 2230001310 PM25-PRI 3.39068e-06 ON-ROAD 2008
72119 2230001270 PM25-PRI 6.71177e-05 ON-ROAD 2008
24025 2230001290 PM25-PRI 0.0213794 ON-ROAD 2008
36035 2201070150 PM25-PRI 0.00482841 ON-ROAD 2008
36109 2201020190 PM25-PRI 0.14406 ON-ROAD 2008
36007 2230071290 PM25-PRI 0.00119003 ON-ROAD 2008
33009 2201020170 PM25-PRI 0.143148 ON-ROAD 2008
36037 2230060290 PM25-PRI 0.00265607 ON-ROAD 2008
36103 2230074310 PM25-PRI 1.80801 ON-ROAD 2008
10001 2230071170 PM25-PRI 0.00662123 ON-ROAD 2008
51143 2230071150 PM25-PRI 0.00121179 ON-ROAD 2008
33009 2230060130 PM25-PRI 0.000946408 ON-ROAD 2008
72145 2201080290 PM25-PRI 0.000278121 ON-ROAD 2008
33019 2230074210 PM25-PRI 0.00636304 ON-ROAD 2008
36079 2201070250 PM25-PRI 0.0380296 ON-ROAD 2008
42097 2201040290 PM25-PRI 0.0428722 ON-ROAD 2008
54081 2230075290 PM25-PRI 0.000768128 ON-ROAD 2008
24001 2201080230 PM25-PRI 0.0087038 ON-ROAD 2008
34015 2230060330 PM25-PRI 0.000520719 ON-ROAD 2008
44001 2201020290 PM25-PRI 0.0266298 ON-ROAD 2008
72119 2201080290 PM25-PRI 0.00336912 ON-ROAD 2008
72027 2201001270 PM25-PRI 0.094294 ON-ROAD 2008
36015 2201020270 PM25-PRI 0.190947 ON-ROAD 2008
51800 2230074270 PM25-PRI 0.048116 ON-ROAD 2008
36005 2230072330 PM25-PRI 0.00714522 ON-ROAD 2008
42095 2230060310 PM25-PRI 0.0348247 ON-ROAD 2008
51183 2201040110 PM25-PRI 0.131399 ON-ROAD 2008
24009 2201001290 PM25-PRI 0.0899894 ON-ROAD 2008
42043 2230060190 PM25-PRI 0.000108955 ON-ROAD 2008
09009 2201020330 PM25-PRI 0.317065 ON-ROAD 2008
24037 2201020170 PM25-PRI 0.0563586 ON-ROAD 2008
51197 2230072110 PM25-PRI 0.0156998 ON-ROAD 2008
36061 2201040290 PM25-PRI 0.1678 ON-ROAD 2008
72019 2230060190 PM25-PRI 2.42338e-06 ON-ROAD 2008
51775 2230072310 PM25-PRI 0.000231545 ON-ROAD 2008
42077 2201080150 PM25-PRI 0.0279306 ON-ROAD 2008
09009 2230075210 PM25-PRI 0.142181 ON-ROAD 2008
33015 2201040250 PM25-PRI 0.0899421 ON-ROAD 2008
44009 2201070150 PM25-PRI 0.0408645 ON-ROAD 2008
51149 2230072130 PM25-PRI 0.0433338 ON-ROAD 2008
44009 2230074190 PM25-PRI 0.00417872 ON-ROAD 2008
72097 2201080330 PM25-PRI 0.00029168 ON-ROAD 2008
72125 2230060210 PM25-PRI 0.000110409 ON-ROAD 2008
72039 2201001290 PM25-PRI 0.0389461 ON-ROAD 2008
51105 2201001130 PM25-PRI 0.0264968 ON-ROAD 2008
50011 2230074310 PM25-PRI 0.0249583 ON-ROAD 2008
23025 2230060310 PM25-PRI 5.00022e-05 ON-ROAD 2008
25009 2230001270 PM25-PRI 0.00404696 ON-ROAD 2008
24025 2230073330 PM25-PRI 0.0032033 ON-ROAD 2008
51800 2201070270 PM25-PRI 0.167106 ON-ROAD 2008
50011 2201070210 PM25-PRI 0.00965846 ON-ROAD 2008
24031 2230060270 PM25-PRI 0.714628 ON-ROAD 2008
72079 2201070130 PM25-PRI 0.00104544 ON-ROAD 2008
72007 2201001130 PM25-PRI 0.00470638 ON-ROAD 2008
51069 2230073130 PM25-PRI 0.00462839 ON-ROAD 2008
36019 2230060130 PM25-PRI 0.0545498 ON-ROAD 2008
42021 2201020270 PM25-PRI 0.108972 ON-ROAD 2008
42097 2230001330 PM25-PRI 9.62458e-05 ON-ROAD 2008
34033 2230072150 PM25-PRI 0.00182184 ON-ROAD 2008
72085 2230071130 PM25-PRI 0.00202079 ON-ROAD 2008
51830 2230072290 PM25-PRI 0.00026451 ON-ROAD 2008
42003 2230073130 PM25-PRI 0.00346664 ON-ROAD 2008
72119 2230072290 PM25-PRI 0.000914472 ON-ROAD 2008
51021 2230001170 PM25-PRI 0.000719718 ON-ROAD 2008
42119 2230071270 PM25-PRI 0.00425625 ON-ROAD 2008
51071 2230060170 PM25-PRI 0.000244358 ON-ROAD 2008
42059 2201080230 PM25-PRI 0.00164664 ON-ROAD 2008
23021 2230074170 PM25-PRI 0.598475 ON-ROAD 2008
72135 2201070250 PM25-PRI 0.00204645 ON-ROAD 2008
42111 2201020250 PM25-PRI 0.000827883 ON-ROAD 2008
42129 2230060150 PM25-PRI 0.00267675 ON-ROAD 2008
51199 2230073210 PM25-PRI 0.000588043 ON-ROAD 2008
42039 2230074210 PM25-PRI 0.030648 ON-ROAD 2008
36095 2201020130 PM25-PRI 0.068365 ON-ROAD 2008
33011 2230073330 PM25-PRI 0.00883123 ON-ROAD 2008
54069 2230075110 PM25-PRI 0.212145 ON-ROAD 2008
09003 2230072150 PM25-PRI 0.00156941 ON-ROAD 2008
51775 2201080310 PM25-PRI 0.000121903 ON-ROAD 2008
54087 2201080110 PM25-PRI 0.00044884 ON-ROAD 2008
51001 2230071170 PM25-PRI 0.00231356 ON-ROAD 2008
51167 2201070210 PM25-PRI 0.0765665 ON-ROAD 2008
